id,sem1_book_every_mon1,sem1_book_every_mon9,sem1_book_every_mon10,sem1_book_every_mon11,sem1_book_every_mon12,sem1_book_every_type1,sem1_book_every_type2,sem1_book_every_type3,sem1_book_every_type4,sem1_book_every_type5,sem1_book_every_type6,sem1_book_every_type7,sem1_book_every_type8,sem1_book_every_type9,sem1_book_every_type10,sem1_book_every_type11,sem1_book_every_type12,sem1_book_every_type13,sem1_book_every_type14,sem1_book_every_type15,sem1_book_every_type16,sem1_book_every_type17,sem1_book_every_type18,sem1_book_every_type19,sem1_book_every_type20,sem1_book_every_type21,sem1_book_every_type22,sem1_book_every_type23,sem1_book_every_type24,sem1_book_every_type25,sem1_book_every_type26,sem1_book_every_type27,sem1_book_every_type28,sem1_book_every_type29,sem1_book_every_type30,sem1_book_every_type31,sem1_book_every_type32,sem1_book_every_type33,sem1_book_every_type34,sem1_book_every_type35,sem1_book_every_type36,sem1_book_every_type37,sem1_book_every_type38,sem1_book_every_type39,sem1_book_every_type40,sem1_book_every_type41,sem1_book_every_type42,sem1_library_every_mon1,sem1_library_every_mon9,sem1_library_every_mon10,sem1_library_every_mon11,sem1_library_every_mon12,sem1_library_every_hour7,sem1_library_every_hour8,sem1_library_every_hour9,sem1_library_every_hour10,sem1_library_every_hour11,sem1_library_every_hour12,sem1_library_every_hour13,sem1_library_every_hour14,sem1_library_every_hour15,sem1_library_every_hour16,sem1_library_every_hour17,sem1_library_every_hour18,sem1_library_every_hour19,sem1_library_every_hour20,sem1_library_every_hour21,sem1_library_every_hour22,sem1_consume_every_pos_shitang,sem1_consume_every_pos_jiaotong,sem1_consume_every_pos_chaoshi,sem1_consume_every_pos_sushe,sem1_consume_every_pos_jiaoshi,sem1_consume_every_pos_tushuguan,sem1_consume_every_pos_dayin,sem1_consume_every_mon1,sem1_consume_every_mon9,sem1_consume_every_mon10,sem1_consume_every_mon11,sem1_consume_every_mon12,sem1_consume_every_hour0,sem1_consume_every_hour1,sem1_consume_every_hour2,sem1_consume_every_hour3,sem1_consume_every_hour4,sem1_consume_every_hour5,sem1_consume_every_hour6,sem1_consume_every_hour7,sem1_consume_every_hour8,sem1_consume_every_hour9,sem1_consume_every_hour10,sem1_consume_every_hour11,sem1_consume_every_hour12,sem1_consume_every_hour13,sem1_consume_every_hour14,sem1_consume_every_hour15,sem1_consume_every_hour16,sem1_consume_every_hour17,sem1_consume_every_hour18,sem1_consume_every_hour19,sem1_consume_every_hour20,sem1_consume_every_hour21,sem1_consume_every_hour22,sem1_consume_every_hour23,sem2_book_every_mon2,sem2_book_every_mon3,sem2_book_every_mon4,sem2_book_every_mon5,sem2_book_every_mon6,sem2_book_every_mon7,sem2_book_every_type1,sem2_book_every_type2,sem2_book_every_type3,sem2_book_every_type4,sem2_book_every_type5,sem2_book_every_type6,sem2_book_every_type7,sem2_book_every_type8,sem2_book_every_type9,sem2_book_every_type10,sem2_book_every_type11,sem2_book_every_type12,sem2_book_every_type13,sem2_book_every_type14,sem2_book_every_type15,sem2_book_every_type16,sem2_book_every_type17,sem2_book_every_type18,sem2_book_every_type19,sem2_book_every_type20,sem2_book_every_type21,sem2_book_every_type22,sem2_book_every_type23,sem2_book_every_type24,sem2_book_every_type25,sem2_book_every_type26,sem2_book_every_type27,sem2_book_every_type28,sem2_book_every_type29,sem2_book_every_type30,sem2_book_every_type31,sem2_book_every_type32,sem2_book_every_type33,sem2_book_every_type34,sem2_book_every_type35,sem2_book_every_type36,sem2_book_every_type37,sem2_book_every_type38,sem2_book_every_type39,sem2_book_every_type40,sem2_book_every_type41,sem2_book_every_type42,sem2_library_every_mon2,sem2_library_every_mon3,sem2_library_every_mon4,sem2_library_every_mon5,sem2_library_every_mon6,sem2_library_every_mon7,sem2_library_every_hour7,sem2_library_every_hour8,sem2_library_every_hour9,sem2_library_every_hour10,sem2_library_every_hour11,sem2_library_every_hour12,sem2_library_every_hour13,sem2_library_every_hour14,sem2_library_every_hour15,sem2_library_every_hour16,sem2_library_every_hour17,sem2_library_every_hour18,sem2_library_every_hour19,sem2_library_every_hour20,sem2_library_every_hour21,sem2_library_every_hour22,sem2_consume_every_pos_shitang,sem2_consume_every_pos_jiaotong,sem2_consume_every_pos_chaoshi,sem2_consume_every_pos_sushe,sem2_consume_every_pos_jiaoshi,sem2_consume_every_pos_tushuguan,sem2_consume_every_pos_dayin,sem2_consume_every_mon2,sem2_consume_every_mon3,sem2_consume_every_mon4,sem2_consume_every_mon5,sem2_consume_every_mon6,sem2_consume_every_mon7,sem2_consume_every_hour0,sem2_consume_every_hour1,sem2_consume_every_hour2,sem2_consume_every_hour3,sem2_consume_every_hour4,sem2_consume_every_hour5,sem2_consume_every_hour6,sem2_consume_every_hour7,sem2_consume_every_hour8,sem2_consume_every_hour9,sem2_consume_every_hour10,sem2_consume_every_hour11,sem2_consume_every_hour12,sem2_consume_every_hour13,sem2_consume_every_hour14,sem2_consume_every_hour15,sem2_consume_every_hour16,sem2_consume_every_hour17,sem2_consume_every_hour18,sem2_consume_every_hour19,sem2_consume_every_hour20,sem2_consume_every_hour21,sem2_consume_every_hour22,sem2_consume_every_hour23,sem3_book_every_mon1,sem3_book_every_mon9,sem3_book_every_mon10,sem3_book_every_mon11,sem3_book_every_mon12,sem3_book_every_type1,sem3_book_every_type2,sem3_book_every_type3,sem3_book_every_type4,sem3_book_every_type5,sem3_book_every_type6,sem3_book_every_type7,sem3_book_every_type8,sem3_book_every_type9,sem3_book_every_type10,sem3_book_every_type11,sem3_book_every_type12,sem3_book_every_type13,sem3_book_every_type14,sem3_book_every_type15,sem3_book_every_type16,sem3_book_every_type17,sem3_book_every_type18,sem3_book_every_type19,sem3_book_every_type20,sem3_book_every_type21,sem3_book_every_type22,sem3_book_every_type23,sem3_book_every_type24,sem3_book_every_type25,sem3_book_every_type26,sem3_book_every_type27,sem3_book_every_type28,sem3_book_every_type29,sem3_book_every_type30,sem3_book_every_type31,sem3_book_every_type32,sem3_book_every_type33,sem3_book_every_type34,sem3_book_every_type35,sem3_book_every_type36,sem3_book_every_type37,sem3_book_every_type38,sem3_book_every_type39,sem3_book_every_type40,sem3_book_every_type41,sem3_book_every_type42,sem3_library_every_mon1,sem3_library_every_mon9,sem3_library_every_mon10,sem3_library_every_mon11,sem3_library_every_mon12,sem3_library_every_hour7,sem3_library_every_hour8,sem3_library_every_hour9,sem3_library_every_hour10,sem3_library_every_hour11,sem3_library_every_hour12,sem3_library_every_hour13,sem3_library_every_hour14,sem3_library_every_hour15,sem3_library_every_hour16,sem3_library_every_hour17,sem3_library_every_hour18,sem3_library_every_hour19,sem3_library_every_hour20,sem3_library_every_hour21,sem3_library_every_hour22,sem3_consume_every_pos_shitang,sem3_consume_every_pos_jiaotong,sem3_consume_every_pos_chaoshi,sem3_consume_every_pos_sushe,sem3_consume_every_pos_jiaoshi,sem3_consume_every_pos_tushuguan,sem3_consume_every_pos_dayin,sem3_consume_every_mon1,sem3_consume_every_mon9,sem3_consume_every_mon10,sem3_consume_every_mon11,sem3_consume_every_mon12,sem3_consume_every_hour0,sem3_consume_every_hour1,sem3_consume_every_hour2,sem3_consume_every_hour3,sem3_consume_every_hour4,sem3_consume_every_hour5,sem3_consume_every_hour6,sem3_consume_every_hour7,sem3_consume_every_hour8,sem3_consume_every_hour9,sem3_consume_every_hour10,sem3_consume_every_hour11,sem3_consume_every_hour12,sem3_consume_every_hour13,sem3_consume_every_hour14,sem3_consume_every_hour15,sem3_consume_every_hour16,sem3_consume_every_hour17,sem3_consume_every_hour18,sem3_consume_every_hour19,sem3_consume_every_hour20,sem3_consume_every_hour21,sem3_consume_every_hour22,sem3_consume_every_hour23,sem1_rank,sem2_rank,sem3_rank
159,5,6,1,5,8,4,6,1,0,0,5,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,4,10,0,0,2,1,3,3,3,1,5,1,0,1,7,3,0,0,122.46,0,0,2.89,0,0,0,0,45.95,79.4,0,0,0,0,0,0,0,0,5.2,5.2,5,18.63,0,28.8,6.6,0,0.3,0,0.38,53.4,0.07,0,0,0,1.4,0.37,2,5,3,7,7,4,7,4,4,0,0,8,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,7,25,13,0,5,7,1,2,3,4,7,4,0,5,8,10,3,1,0,45,0,13.2,1.02,0,0,0,0,0,0,0,0,59.22,0,0,0,0,0,0,0,0,6.21,2.1,0,16.8,0,0,0,0,12.8,7.1,0,0,13.21,0.3,0.7,0,3,4,4,5,1,2,6,1,0,0,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,27,30,30,1,25,10,2,5,3,10,8,4,2,9,17,23,3,2,0,1114.93,0,93.5,40.14,0,11.8,24.05,376.52,4.81,33.33,268.29,601.47,0,0,0,0,0,0,0,61.85,110.98,2.65,15.09,165.59,286.96,34.07,0.79,7.5,46.51,249.09,176.64,26.44,16.24,67.85,16.11,0.06,34,20,10
160,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,7,10,0,7,5,2,4,3,0,3,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,0,0,3,1,0,0,1,0,2,2,1,9,7,2,0,0,0,1120.68,5,1197.8,103.11,0,33.5,2.4,416.72,105.26,578.96,762.43,599.12,0,0,0,0,0,0,18.31,31.04,79.72,29.26,105.26,637.69,30.96,58.8,97.56,36.7,144.9,430.96,164.8,103.2,106.92,255.4,130,1.01,281,439,389
161,11,0,0,0,5,1,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,2,10,1,1,3,2,0,1,0,0,3,2,0,4,2,2,0,0,888.76,1,353.1,147.22,0.03,14.7,0.9,201.23,332.69,274.5,281.78,315.51,0.6,0.13,0,0,0,0,7.67,101.82,56.38,52.79,44.68,398.57,271.35,21.91,22.98,26.25,67.13,136.16,63.6,14.2,35.49,58.3,21.9,3.8,3,1,2,2,4,2,4,1,2,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,16,12,0,5,2,3,1,4,1,1,4,2,1,8,5,1,0,0,851.91,10,261.7,86.62,0.32,40.9,1.05,39.82,221.5,237.26,303.94,299.37,150.61,3.2,1.33,0,0,0,0,0.23,76.21,37.57,26.32,12.38,176.07,341.45,86.44,24.33,25.5,9.13,139.83,183.4,23.6,26.6,19.41,21.16,18.34,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,3,10,7,0,0,7,3,1,4,3,1,2,2,2,7,8,4,1,0,1018.76,24,335.2,77.24,0.45,27.9,6.7,228.62,280.17,324.61,256.34,400.51,2,0.9,0,0,0,0,0,8.95,78.73,37.35,28.01,226.08,323.69,43.51,38.68,139.55,59.63,173.21,182.33,82.4,24.47,5.1,24.98,10.68,451,356,269
162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,0,4,1,1,0,0,0,0,1,2,0,0,4,0,0,0,1272.27,65,292.2,9.16,0.01,0,7.35,184.05,490.27,298.36,321.91,351.4,0,0,0,0,0,0,51.5,202.06,54.5,18.01,10.1,284.6,375.68,39,18.45,44.8,21,217.91,201.3,69.41,0.03,37.52,0.11,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721.9,6,145.3,29.19,0.07,0,0.3,70.8,377.36,325.79,500.21,461.2,167.4,0.01,0,1.26,0,0,0,53,198.02,36.11,2.4,12.13,452.3,322.4,15.5,6.41,0,14,414.8,294.26,30.86,26.7,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666.83,0,139.1,12.51,0,0,0,193.9,479.34,376.2,435,334,0,0,0,0,0,0,0,149.13,12.4,5.3,5.5,395.3,367.51,15.6,7,17,8.5,582.5,183.8,21.4,4.2,10,33.3,0,414,459,464
163,5,2,5,11,5,10,0,0,0,2,3,0,0,0,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,5,3,0,0,0,0,1,3,3,2,4,2,0,1,1,0,0,0,1578.83,0,1031.5,5.16,0,10,0,450.6,414.01,316.28,657.95,786.65,0.01,0,0,0,0,0,0,95.87,19.8,10.72,51.28,507.33,793.08,191.6,78.3,129.6,87.21,240.51,182.93,53.16,34.66,86.22,62.96,0.25,7,7,0,0,0,2,1,0,4,0,1,0,0,6,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,1,2,1,0,1,1,3,0,0,3,0,2,3,1,3,6,3,0,0,1583.35,0,651,12.74,0,40.6,0,103.83,547.63,479.5,497.13,444.3,215.3,0,0,0,0,0,0,0,96.92,81.73,61.4,76.3,283.39,451.38,117.3,83.6,0,94.7,216.76,250.1,93.8,150.7,229.6,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1307.33,0,765.3,13.3,0,0,0.15,134.3,488.15,608.6,537.79,317.24,0,0,0,0,0,0,0,0,76.66,85.5,21.84,516.01,188.08,3.45,29.8,102.3,100.96,438.34,260.04,55.6,45.9,137,24.6,0,374,359,487
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,13,11,22,4,9,3,5,5,4,0,3,2,7,3,18,9,3,5,0,61.3,0,0,3.43,0.3,5,0,0,0,0,25.55,44.48,0,0,0,0,0,0,0,6.06,1.44,2.1,1.82,34.12,0,0.02,0.06,0.05,0.04,19.35,1.66,0.02,0,0,3.25,0.04,0,5,7,8,4,7,1,0,12,0,2,0,0,1,0,0,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,6,7,23,1,0,1,0,8,1,4,11,2,1,5,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,8,5,12,1,11,0,1,1,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,6,20,0,6,9,0,0,2,0,5,8,5,2,9,3,0,0,0,1313.52,0,72.2,103.35,5.44,0,5.25,253.11,78.02,340.79,401.48,426.36,0.01,0,0,0,0,0.01,0,21.24,113.45,57.39,16.65,397.97,142.77,8.34,4.44,5.68,24.31,451.3,144.09,16.2,7.09,14.02,62.34,12.46,112,90,48
165,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,3,0,8,2,1,0,2,3,1,1,2,0,2,1,1,1,0,1073.74,39.8,790.4,49.51,0.18,4,0,199.13,405.69,451.78,441.68,459.35,1.56,0,0,0,0,0,0,33.54,45.17,42.46,103.19,480.16,233.83,85.09,13.32,15.01,92.11,380.42,265.07,27.28,7.59,101.6,25.81,4.42,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,6,1,0,0,8,3,1,0,1,1,0,1,0,0,5,5,0,0,0,1301.01,24,679,96.63,1.78,2.6,0,97.9,510.54,453.39,534.34,359.99,148.86,1.35,0,0.01,0,0,0,0,69.59,46.44,30.01,21.52,438.73,551.65,12.25,37.35,27.72,56.64,328.31,288.83,20.32,50.26,58.99,47.11,17.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,1,11,0,5,2,0,9,8,2,1,0,0,6,5,2,0,0,0,1788.74,12,404.1,133.85,2.12,58.2,10.8,273.63,519.46,427.83,577.46,611.43,4.71,0.21,0,0,0,0,0,80.67,128.23,41.68,49.96,538.12,453.73,24.61,18.34,61.43,74.33,360.8,335.58,86.12,32.16,62.13,47.14,9.86,206,116,53
166,3,0,3,10,4,6,0,2,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,6,17,10,3,6,1,10,0,3,2,3,4,6,2,4,1,4,3,0,34.3,0,8.5,0.59,0.01,0,0,0,0,43.4,0,0,0,0,0,0,0,0,2.03,3,0,0,0.23,29.2,2.5,0.02,0,0,0,0,6.1,0.02,0,0.08,0.08,0.14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,2,1,1,0,0,0,0,0,2,0,2,0,1,2,1,0,0,39.73,0,2,6,0.18,0,0,0,0,0,0,47.91,0,0,0,0,0,0,0,0,7.41,0.05,0.01,6.04,0.02,11,0,0.02,0.04,5,7.52,2.8,0,2,0,2.9,3.1,3,4,2,0,2,0,0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,1,5,16,2,8,3,0,1,3,2,3,2,3,3,3,6,1,0,0,83.32,4,12.4,22.66,0.19,0,0,0,52.58,0,69.99,0,0,0,0,0,0,0,0.32,3.47,13.07,0.18,8.62,22.39,15.85,0.06,3.6,5.54,0.09,14.05,9.13,6.58,10.62,3.3,5.7,0,214,190,321
167,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,3,0,0,1,1,4,0,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,16,17,0,0,1,0,2,3,5,8,9,1,6,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,17,11,0,0,1,1,1,4,4,5,6,4,6,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,411,344
168,0,6,0,1,3,1,1,0,0,0,1,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,17,3,3,0,4,3,2,0,3,1,1,0,11,2,2,5,1,0,0,1435.14,0,178.7,88.45,0,60,0.15,278.38,400.81,363,341.05,379.2,0.9,0,0,0,0,0,19.23,149.21,69.76,7.81,15.7,446.42,200.11,75.6,2.01,19.91,46.2,530.3,77.07,36.92,3.96,27.63,27.45,6.25,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,15,1,0,2,1,3,0,1,1,1,2,0,3,2,3,0,0,0,1406.09,6,119.8,171.19,0,12.3,3,70.48,324.17,329.65,433.07,387.85,173.16,0.9,0,3,0,0,0,0,126.55,59.9,29.31,23.98,500.18,208.3,2.4,4.6,1.7,20.6,457.07,158.7,25.31,1.71,19.4,55.97,18.8,1,4,9,4,9,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,1,5,0,0,3,2,0,2,5,0,2,1,0,3,2,0,0,0,1657.04,0,223.2,160.7,0,4.6,9.9,257.3,500.23,464.77,432.54,400.6,3.1,0,0,0,0,0,0,75.5,80,21.3,18.46,626.23,135.34,0,4.7,19.95,43.2,617.06,191.38,47.92,9.1,27.9,103.5,30.8,163,164,257
169,3,4,0,3,3,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,3,1,0,0,1,1,1,0,0,1,2,0,0,1129.52,9,310.8,59.96,0,0,0,171.3,493.28,288.52,262.53,293.65,0.8,0,0,0,0,0,7.19,98.89,28.2,3.1,69.77,329.33,214.53,0.01,6.04,7.01,152.52,279.15,230.64,13.71,8.55,40.16,18.03,1.65,3,2,0,4,4,0,1,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,1287.21,2,204,58.26,0,4,0,55.55,428.03,250.13,327.79,326.3,167.67,0.2,0,0,0,0,0,0,59.1,8.15,0.01,2.55,419.72,291.62,17.54,5.16,4.5,5.1,305.48,366.21,27.61,7.9,13.12,11.6,9.9,0,4,4,0,2,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,6,8,0,0,1,3,0,1,2,2,0,1,0,3,6,3,0,0,1221.49,25,206.7,78.58,0,0.8,1.2,231.6,307.82,344.43,319.72,330.2,6,0,0,0,0,0,0,2.9,8.93,5.4,6.52,327.7,308.6,48.95,12.5,30.26,29.01,365.6,258.06,33.84,56.3,9.7,15.8,7.7,357,343,280
170,7,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,5,0,2,0,5,2,1,0,4,1,2,2,0,1,1,0,0,1064.27,5.6,732.5,82.39,0,123.3,0,272.53,661.37,296.47,324.5,453.19,0,0,0,0,0,0,3.2,121.11,68.9,48.73,47.8,193.22,324.34,28.81,92.3,32.01,69.1,179.55,143.64,136.7,95.7,249.35,171.69,1.91,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,13,8,2,0,1,7,4,2,4,1,2,1,2,4,7,4,1,0,0,1292.8,0,722.6,115.51,0,77.8,0,57.6,408.8,472.47,507.24,504.2,258.4,20.7,2.4,0,0,0,0,0,45.42,35.1,25.88,37.7,529.9,331.71,43.8,76.8,80.1,93.5,214.5,139.1,106.7,127.9,163.9,106.6,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,2,0,3,2,2,1,1,1,4,0,1,0,1,3,1,0,0,946.61,1,551.9,139.05,0,57.4,0,107.2,475.55,375.21,296.4,441.6,5.7,2.2,0,0,0,0,0,11.1,6.3,37.5,83.61,311.5,280.72,24.3,72.9,25.5,74.2,143.08,168.8,122.9,99.4,126.21,75.04,25,525,404,434
171,0,3,2,3,11,12,0,2,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,6,0,2,3,7,2,2,2,1,1,0,2,3,1,1,0,0,832.31,7.8,1002.6,68.91,0,30,2.85,164.5,430.18,474.99,422.02,452.78,0.77,0.07,0,0,0,0,12.66,68.3,68.61,73.5,26.19,334.8,170.9,42.01,9.71,58.55,9.38,272.85,157.02,49.6,51.29,415.88,118.17,4.21,2,4,0,0,0,2,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,1075.09,0,432.4,41.85,0.01,2.2,0,17.8,409.26,289.75,346.72,362.11,125.91,5.53,0.16,0,0,0,0,0.16,52.19,26.32,39.13,0.2,546.32,64.13,8.59,9.62,7.21,9.73,420.55,62.43,22.63,29.51,226.86,16.65,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1499.41,7,562.7,46.94,0.02,0,0.9,266.94,405.57,520.67,416.75,507.04,0.92,0.14,0.02,0,0,0,0.07,42.59,74.52,29.45,0.2,510.56,177.71,10.38,0.02,6.51,0.02,676.75,223.18,12.23,73.95,185.83,88.16,3.76,13,6,17
